ROA2960X01-A,,,,172.16.10.65,ssh,22,yes,bonitz,cisco_ios,
BONITZ3560G-A,,,,192.168.118.1,ssh,22,yes,bonitz,cisco_ios,
BONITZ3560G-B,,,,192.168.119.1,ssh,22,yes,bonitz,cisco_ios,
BONITZ3560G-C,,,,192.168.120.1,ssh,22,yes,bonitz,cisco_ios,
C3650CORE-A,,,,192.168.197.1,ssh,22,yes,bonitz,cisco_xe,
TS,,,,192.168.197.15,ssh,22,yes,bonitz,paloalto_panos,
BONITZ3560G-D,,,,192.168.200.2,ssh,22,yes,bonitz,cisco_ios,
C3650CORE-B,,,,192.168.202.1,ssh,22,yes,bonitz,cisco_xe,
BONITZ3560G-E,,,,192.168.203.254,ssh,22,yes,bonitz,cisco_ios,
BONITZ3560G-F,,,,192.168.211.1,ssh,22,yes,bonitz,cisco_ios,
BONITZ3560G-G,,,,192.168.214.2,ssh,22,yes,bonitz,cisco_ios,
BONITZ3560G-H,,,,192.168.215.1,ssh,22,yes,bonitz,cisco_ios,
BONITZ3560G-I,,,,192.168.218.1,ssh,22,yes,bonitz,cisco_ios,
NASH2960X01-A,,,,192.168.222.129,ssh,22,yes,bonitz,cisco_ios,
NASH2960X01-B,,,,192.168.222.193,ssh,22,yes,bonitz,cisco_ios,
GRVL2960X01-A,,,,192.168.226.2,ssh,22,yes,bonitz,cisco_ios,
RAL2901RTR,,,,192.168.230.29,ssh,22,yes,bonitz,cisco_ios,
RAL2960X01-A,,,,192.168.230.65,ssh,22,yes,bonitz,cisco_ios,
RAL2960X01-B,,,,192.168.230.129,ssh,22,yes,bonitz,cisco_ios,
2960SVRROOM,,,,192.168.118.3,ssh,22,yes,bonitz,cisco_ios,
2960X10APS,,,,192.168.236.10,ssh,22,yes,bonitz,cisco_ios,
3RDFLRPRINT,,,,192.168.1.10,ssh,22,yes,bonitz,cisco_ios,
ATLNORC2960X01,,,,192.168.224.2,ssh,22,yes,bonitz,cisco_ios,
AUG2960X01,,,,192.168.240.2,ssh,22,yes,bonitz,cisco_ios,
BONITZ2960,,,,192.168.118.2,ssh,22,yes,bonitz,cisco_ios,
BONITZ2960A,,,,192.168.118.4,ssh,22,yes,bonitz,cisco_ios,
BONITZ2960B,,,,192.168.118.5,ssh,22,yes,bonitz,cisco_ios,
BONITZ3560G,,,,192.168.1.1,ssh,22,yes,bonitz,cisco_ios,
C3650CORE,,,,192.168.198.1,ssh,22,yes,bonitz,cisco_xe,
CHAS2960X01,,,,192.168.227.2,ssh,22,yes,bonitz,cisco_ios,
CHAS2960X02,,,,192.168.227.4,ssh,22,yes,bonitz,cisco_ios,
CHLT2960X01,,,,192.168.236.6,ssh,22,yes,bonitz,cisco_ios,
CHLT2960X02,,,,192.168.236.7,ssh,22,yes,bonitz,cisco_ios,
CHLT2960X03,,,,192.168.236.5,ssh,22,yes,bonitz,cisco_ios,
GRVL2960X01,,,,192.168.225.7,ssh,22,yes,bonitz,cisco_ios,
GRVL2960X02,,,,192.168.225.8,ssh,22,yes,bonitz,cisco_ios,
GRVL2960X04,,,,192.168.225.27,ssh,22,yes,bonitz,cisco_ios,
GRVL2960X05,,,,192.168.225.19,ssh,22,yes,bonitz,cisco_ios,
GVRL2960X03,,,,192.168.225.26,ssh,22,yes,bonitz,cisco_ios,
HHSWITCH,,,,192.168.100.2,ssh,22,yes,bonitz,cisco_ios,
JAC2960X01,,,,172.16.30.2,ssh,22,yes,bonitz,cisco_ios,
KNOX2960X01,,,,192.168.242.2,ssh,22,yes,bonitz,cisco_ios,
NASH2960X01,,,,192.168.222.2,ssh,22,yes,bonitz,cisco_ios,
NOR2960X01,,,,192.168.223.2,ssh,22,yes,bonitz,cisco_ios,
PIT2960X01,,,,172.16.20.2,ssh,22,yes,bonitz,cisco_ios,
RAL2960X01,,,,192.168.230.2,ssh,22,yes,bonitz,cisco_ios,
RAL2960X02,,,,192.168.230.3,ssh,22,yes,bonitz,cisco_ios,
RICH2960X01,,,,192.168.250.2,ssh,22,yes,bonitz,cisco_ios,
ROA2960X01,,,,172.16.10.2,ssh,22,yes,bonitz,cisco_ios,
RRS2960X01,,,,192.168.221.12,ssh,22,yes,bonitz,cisco_ios,
WS2960X01,,,,192.168.248.4,ssh,22,yes,bonitz,cisco_ios,
iprisim,,,,192.168.236.3,ssh,22,yes,bonitz,xns_idp,
172.16.20.9,,,,172.16.20.9,ssh,22,yes,bonitz,aruba_os,
192.168.1.4,,,,192.168.1.4,ssh,22,yes,bonitz,aruba_os,
ATLAP1,,,,192.168.224.200,ssh,22,yes,bonitz,aruba_os,
ATLAP2,,,,192.168.224.202,ssh,22,yes,bonitz,aruba_os,
CHLTAP01,,,,192.168.236.200,ssh,22,yes,bonitz,aruba_os,
CHLTAP1,,,,192.168.236.201,ssh,22,yes,bonitz,aruba_os,
CHLTAP2,,,,192.168.236.202,ssh,22,yes,bonitz,aruba_os,
CHLTAP3,,,,192.168.236.203,ssh,22,yes,bonitz,aruba_os,
CHLTAP4,,,,192.168.236.204,ssh,22,yes,bonitz,aruba_os,
CHLTAP5,,,,192.168.236.205,ssh,22,yes,bonitz,aruba_os,
CHLTAP6,,,,192.168.236.206,ssh,22,yes,bonitz,aruba_os,
CHLTAP7,,,,192.168.236.207,ssh,22,yes,bonitz,aruba_os,
CHLTAP8,,,,192.168.236.208,ssh,22,yes,bonitz,aruba_os,
COLAAP1,,,,192.168.1.2,ssh,22,yes,bonitz,aruba_os,
COLAAP2,,,,192.168.1.15,ssh,22,yes,bonitz,aruba_os,
PITAP01,,,,172.16.20.10,ssh,22,yes,bonitz,aruba_os,
RALIAP23,,,,192.168.230.23,ssh,22,yes,bonitz,aruba_os,
RALIAP24,,,,192.168.230.24,ssh,22,yes,bonitz,aruba_os,
RALIAP25,,,,192.168.230.25,ssh,22,yes,bonitz,aruba_os,
RALIAP26,,,,192.168.230.26,ssh,22,yes,bonitz,aruba_os,
